app/handlers_admin_restaurant/extra.py	180	🔙 Назад	r:promos	/home/ubuntu/shop_bot_test/app/handlers_admin_restaurant/extra.py:62
app/handlers_admin_restaurant/extra.py	261	🔙 Назад	r:chat	/home/ubuntu/shop_bot_test/app/handlers_admin_restaurant/extra.py:266
app/handlers_admin_restaurant/orders.py	22	🔙 Назад	r:back:main	/home/ubuntu/shop_bot_test/app/handlers_admin_restaurant/orders.py:127
app/handlers_admin_restaurant/orders.py	36	🔙 Назад	r:orders	/home/ubuntu/shop_bot_test/app/handlers_admin_restaurant/orders.py:71
app/handlers_admin_restaurant/orders.py	51	🔙 Назад	r:orders	/home/ubuntu/shop_bot_test/app/handlers_admin_restaurant/orders.py:71
app/handlers_admin_restaurant/orders.py	79	🔙 Назад	r:back:main	/home/ubuntu/shop_bot_test/app/handlers_admin_restaurant/orders.py:127
app/handlers_admin_restaurant/orders.py	94	🔙 Назад	r:back:main	/home/ubuntu/shop_bot_test/app/handlers_admin_restaurant/orders.py:127
app/handlers_admin_restaurant/products.py	48	🔙 Назад	r:back:main	/home/ubuntu/shop_bot_test/app/handlers_admin_restaurant/orders.py:127
app/handlers_admin_restaurant/products.py	524	🔙 Назад	r:cats	/home/ubuntu/shop_bot_test/app/handlers_admin_restaurant/products.py:434
app/handlers_admin_shop/chat.py	31	🔙 Назад	a:chat	/home/ubuntu/shop_bot_test/app/handlers_admin_shop/chat.py:36
app/handlers_admin_shop/extra.py	187	🔙 Назад	a:promos	/home/ubuntu/shop_bot_test/app/handlers_admin_shop/extra.py:65
app/handlers_admin_shop/orders.py	14	🔙 Назад	a:back:main	/home/ubuntu/shop_bot_test/app/handlers_admin_shop/orders.py:112
app/handlers_admin_shop/orders.py	25	🔙 Назад	a:back:main	/home/ubuntu/shop_bot_test/app/handlers_admin_shop/orders.py:112
app/handlers_admin_shop/orders.py	38	🔙 Назад	a:orders	/home/ubuntu/shop_bot_test/app/handlers_admin_shop/orders.py:50
app/handlers_admin_shop/products.py	59	🔙 Категории	a:products	/home/ubuntu/shop_bot_test/app/handlers_admin_shop/products.py:108
app/handlers_admin_shop/products.py	83	🔙 Назад	a:products	/home/ubuntu/shop_bot_test/app/handlers_admin_shop/products.py:108
app/handlers_client/kb.py	41	🔙 Назад	c:back:order_menu	/home/ubuntu/shop_bot_test/app/handlers_client/catalog.py:225
app/handlers_client/kb.py	146	🔙 Назад	c:cart	/home/ubuntu/shop_bot_test/app/handlers_client/catalog.py:353
app/handlers_client/kb.py	160	🔙 Назад	c:back:order_menu	/home/ubuntu/shop_bot_test/app/handlers_client/catalog.py:225
app/handlers_client/kb.py	168	🔙 Назад	c:back:main	/home/ubuntu/shop_bot_test/app/handlers_client/catalog.py:225
